Company,TypeName,Inches,Gpu,OpSys,Price_euros,Ram_GB,Weight_kg,SSD_GB,HDD_GB,Total_Storage_GB,Is_IPS,Is_Touchscreen,Screen_Width,Screen_Height,Res_Class,PPI,CPU_Brand,CPU_GHz,GPU_Brand
Acer,Notebook,15.6,Intel HD Graphics 500,Windows 10,348.0,4,2.1,0,1024,1024,False,False,1366,768,HD,100.45466986113651,Intel,1.1,Intel
MSI,Gaming,15.6,Nvidia GeForce GTX 1060,Windows 10,1799.0,16,2.4,256,1024,1280,True,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Acer,Notebook,15.6,Intel HD Graphics 505,Windows 10,363.51,4,2.1,0,1024,1024,False,False,1366,768,HD,100.45466986113651,Intel,1.1,Intel
Dell,Gaming,15.6,Nvidia GeForce GTX 1050,Windows 10,1060.49,8,2.56,128,1024,1152,False,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Acer,Notebook,17.3,Nvidia GeForce MX150,Windows 10,854.0,8,3.0,256,0,256,True,False,1920,1080,FHD,127.33567457123111,Intel,1.6,Nvidia
HP,Notebook,13.3,Intel UHD Graphics 620,Windows 10,754.0,4,1.49,0,500,500,True,False,1920,1080,FHD,165.6321180513006,Intel,1.6,Intel
Huawei,Ultrabook,13.0,Intel HD Graphics 620,Windows 10,1349.0,8,1.05,256,0,256,True,False,2160,1440,FHD,199.69207064108247,Intel,2.5,Intel
HP,Notebook,17.3,AMD Radeon 520,Windows 10,699.0,6,2.71,0,2048,2048,True,False,1920,1080,FHD,127.33567457123111,Intel,2.5,AMD
Lenovo,Notebook,15.6,AMD Radeon R4 Graphics,No OS,309.0,4,2.2,0,500,500,False,False,1366,768,HD,100.45466986113651,AMD,2.9,AMD
Toshiba,Notebook,15.6,Intel HD Graphics 620,Windows 10,489.0,4,2.0,0,500,500,False,False,1366,768,HD,100.45466986113651,Intel,2.4,Intel
HP,Notebook,17.3,Nvidia GeForce 930MX,Windows 10,923.0,8,2.5,256,0,256,False,False,1920,1080,FHD,127.33567457123111,Intel,1.6,Nvidia
Dell,Notebook,15.6,Intel HD Graphics 620,Windows 10,459.0,8,2.3,0,1024,1024,False,False,1366,768,HD,100.45466986113651,Intel,2.4,Intel
Acer,Notebook,15.6,Intel HD Graphics 520,Windows 10,449.0,4,2.1,128,0,128,False,False,1366,768,HD,100.45466986113651,Intel,2.0,Intel
MSI,Gaming,18.4,Nvidia GTX 980 SLI,Windows 10,2799.0,32,4.4,512,1024,1536,False,False,1920,1080,FHD,119.7232157653423,Intel,2.9,Nvidia
Lenovo,Notebook,15.6,AMD R17M-M1-70,Windows 10,813.0,8,1.9,128,1024,1152,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,AMD
HP,2 in 1 Convertible,13.3,Intel UHD Graphics 620,Windows 10,1499.0,8,1.29,256,0,256,True,True,3840,2160,4K,331.2642361026012,Intel,1.6,Intel
Dell,Notebook,15.6,AMD Radeon 530,Linux,1049.0,16,2.02,256,2048,2304,False,False,1920,1080,FHD,141.21199808219862,Intel,1.8,AMD
Dell,Ultrabook,13.3,Intel UHD Graphics 620,Windows 10,1399.0,8,1.23,256,0,256,False,False,1920,1080,FHD,165.6321180513006,Intel,1.6,Intel
Lenovo,2 in 1 Convertible,13.9,Intel UHD Graphics 620,Windows 10,1849.0,16,1.4,512,0,512,True,True,3840,2160,4K,316.96506044349616,Intel,1.8,Intel
Toshiba,Notebook,15.6,Intel HD Graphics 620,Windows 10,793.0,8,2.0,128,0,128,False,False,1366,768,HD,100.45466986113651,Intel,2.5,Intel
Xiaomi,Notebook,15.6,Nvidia GeForce MX150,No OS,1199.0,8,1.95,256,0,256,True,False,1920,1080,FHD,141.21199808219862,Intel,1.6,Nvidia
Dell,Notebook,17.3,Nvidia GeForce 150MX,Windows 10,1549.0,16,2.77,512,0,512,False,True,1920,1080,FHD,127.33567457123111,Intel,1.8,Nvidia
Dell,Notebook,15.6,Nvidia GeForce GTX 1050,Windows 10,2397.0,16,2.06,512,0,512,False,True,3840,2160,4K,282.42399616439724,Intel,2.8,Nvidia
Lenovo,Gaming,15.6,Nvidia GeForce GTX 1050,No OS,779.0,8,2.4,256,0,256,True,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Nvidia
Acer,Ultrabook,13.3,Intel HD Graphics 615,Windows 10,989.0,8,1.12,256,0,256,True,False,1920,1080,FHD,165.6321180513006,Intel,1.2,Intel
Dell,Notebook,17.3,AMD Radeon 530,Windows 10,1085.0,8,2.8,128,1024,1152,False,False,1920,1080,FHD,127.33567457123111,Intel,1.8,AMD
Lenovo,2 in 1 Convertible,14.0,Intel HD Graphics 620,Windows 10,2824.0,16,1.42,1024,0,1024,False,True,2560,1440,QHD,209.8006828649808,Intel,2.7,Intel
Vero,Notebook,14.0,Intel HD Graphics 500,Windows 10,260.0,4,1.3,32,0,32,True,False,1920,1080,FHD,157.3505121487356,Intel,1.1,Intel
Xiaomi,Ultrabook,13.3,Nvidia GeForce MX150,No OS,999.9,8,1.3,256,0,256,True,False,1920,1080,FHD,165.6321180513006,Intel,2.5,Nvidia
Lenovo,Notebook,17.3,Nvidia GeForce MX150,No OS,698.0,8,2.8,256,0,256,False,False,1600,900,HD,106.11306214269258,Intel,1.6,Nvidia
Dell,2 in 1 Convertible,13.3,Intel UHD Graphics 620,Windows 10,839.0,8,1.62,0,1024,1024,True,True,1920,1080,FHD,165.6321180513006,Intel,1.8,Intel
HP,Notebook,17.3,Nvidia GeForce 930MX,Windows 10,914.0,8,2.5,0,1024,1024,True,False,1920,1080,FHD,127.33567457123111,Intel,1.6,Nvidia
Razer,Gaming,17.3,Nvidia GeForce GTX 1080,Windows 10,6099.0,32,3.49,1024,0,1024,False,True,3840,2160,4K,254.67134914246222,Intel,2.9,Nvidia
HP,Notebook,13.3,Intel UHD Graphics 620,Windows 10,959.0,8,1.49,512,0,512,False,False,1920,1080,FHD,165.6321180513006,Intel,1.6,Intel
HP,Gaming,17.3,Nvidia GeForce GTX 1050,Windows 10,1379.0,16,3.35,256,1024,1280,True,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
HP,Notebook,17.3,Nvidia GeForce 930MX ,Windows 10,1045.0,8,2.5,256,0,256,False,False,1920,1080,FHD,127.33567457123111,Intel,1.8,Nvidia
Dell,Gaming,15.6,Nvidia GeForce GTX 1060,Windows 10,1845.0,16,2.65,512,1024,1536,True,False,3840,2160,4K,282.42399616439724,Intel,2.8,Nvidia
Lenovo,Notebook,15.6,Intel HD Graphics 520,Windows 10,493.0,4,2.1,128,0,128,False,False,1366,768,HD,100.45466986113651,Intel,2.3,Intel
Acer,Notebook,15.6,Nvidia GeForce 940MX,Windows 10,742.0,8,2.23,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.7,Nvidia
Lenovo,Gaming,15.6,Nvidia GeForce GTX 1060,Windows 10,1749.0,16,3.2,512,1024,1536,True,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Dell,Workstation,15.6,Nvidia Quadro M1200,Windows 10,3055.0,16,2.8,256,1024,1280,False,False,3840,2160,4K,282.42399616439724,Intel,3.0,Nvidia
Lenovo,Gaming,15.6,Nvidia GeForce GTX 1060,No OS,1398.0,16,2.4,512,0,512,False,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Dell,Notebook,15.6,Intel HD Graphics 620,Windows 10,439.0,6,2.3,0,1024,1024,False,True,1366,768,HD,100.45466986113651,Intel,2.4,Intel
Dell,Ultrabook,13.3,Intel UHD Graphics 620,Windows 10,1949.0,8,1.21,256,0,256,True,True,3840,2160,4K,331.2642361026012,Intel,1.8,Intel
Dell,Ultrabook,13.3,Intel UHD Graphics 620,Windows 10,1449.0,8,1.2,256,0,256,False,False,1920,1080,FHD,165.6321180513006,Intel,1.8,Intel
Lenovo,Notebook,15.6,Intel HD Graphics 620,Windows 10,597.0,8,2.2,256,0,256,False,False,1366,768,HD,100.45466986113651,Intel,2.5,Intel
Acer,Notebook,15.6,Nvidia GeForce GTX 1050,Linux,779.0,8,2.4,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Asus,Gaming,17.3,Nvidia GeForce GTX 1050,Windows 10,1407.0,16,2.9,256,1024,1280,False,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
HP,Notebook,15.6,Intel HD Graphics 520,No OS,349.0,4,2.1,0,500,500,False,False,1920,1080,FHD,141.21199808219862,Intel,2.0,Intel
Lenovo,Notebook,15.6,Intel HD Graphics 620,No OS,549.0,8,2.2,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Intel
Huawei,Ultrabook,13.0,Intel HD Graphics 620,Windows 10,1499.0,8,1.05,512,0,512,True,False,2160,1440,FHD,199.69207064108247,Intel,2.7,Intel
Dell,Ultrabook,13.3,AMD Radeon 530,Windows 10,931.88,8,1.4,256,0,256,True,False,1920,1080,FHD,165.6321180513006,Intel,1.8,AMD
Lenovo,Notebook,17.3,Nvidia GeForce GTX 940MX,No OS,589.0,8,2.8,0,1024,1024,False,False,1600,900,HD,106.11306214269258,Intel,2.5,Nvidia
HP,Notebook,14.0,Nvidia GeForce 930MX,Windows 10,1031.0,8,1.63,256,0,256,False,False,1920,1080,FHD,157.3505121487356,Intel,1.8,Nvidia
Dell,Ultrabook,14.0,Intel UHD Graphics 620,Windows 10,1149.0,8,1.6,256,0,256,False,False,1920,1080,FHD,157.3505121487356,Intel,1.6,Intel
Dell,2 in 1 Convertible,13.3,Intel UHD Graphics 620,Windows 10,1279.0,16,1.62,512,0,512,False,True,1920,1080,FHD,165.6321180513006,Intel,1.8,Intel
Dell,Notebook,15.6,AMD Radeon 520,Linux,677.35,8,2.2,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,1.6,AMD
Lenovo,2 in 1 Convertible,14.0,Intel UHD Graphics 620,Windows 10,899.0,8,1.74,256,0,256,True,False,1920,1080,FHD,157.3505121487356,Intel,1.6,Intel
Toshiba,Ultrabook,13.3,Intel HD Graphics 520,Windows 10,1363.0,8,1.2,256,0,256,False,False,1920,1080,FHD,165.6321180513006,Intel,2.5,Intel
HP,Notebook,15.6,Intel UHD Graphics 620,Windows 10,794.0,8,2.1,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,1.6,Intel
Dell,Gaming,17.3,Nvidia GeForce GTX 1060,Windows 10,2456.34,16,4.42,256,1024,1280,True,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
Acer,Notebook,15.6,Nvidia GeForce 940MX,Windows 10,832.0,8,2.2,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.7,Nvidia
Dell,Notebook,15.6,AMD Radeon R7 M445,Windows 10,859.01,16,2.3,0,1024,1024,False,True,1920,1080,FHD,141.21199808219862,Intel,2.7,AMD
Asus,Notebook,15.6,Nvidia GeForce 920MX ,Windows 10,769.0,8,2.0,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Nvidia
Asus,Notebook,17.3,Nvidia GeForce GTX 950M,Windows 10,891.0,8,2.69,256,500,756,False,False,1920,1080,FHD,127.33567457123111,Intel,2.5,Nvidia
HP,Notebook,15.6,AMD FirePro W4190M ,Windows 10,1269.0,8,1.9,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.7,AMD
Asus,Notebook,15.6,Intel HD Graphics 620,Windows 10,398.99,4,2.37,0,1024,1024,False,False,1366,768,HD,100.45466986113651,Intel,2.4,Intel
HP,Notebook,15.6,AMD Radeon R2,Windows 10,330.0,4,2.1,0,500,500,False,False,1366,768,HD,100.45466986113651,AMD,1.5,AMD
Lenovo,Gaming,15.6,Nvidia GeForce GTX 1060,Windows 10,1499.0,16,3.2,256,1024,1280,True,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Dell,Notebook,14.0,Intel HD Graphics 620,Windows 10,859.0,8,1.6,256,0,256,False,False,1920,1080,FHD,157.3505121487356,Intel,2.5,Intel
Acer,2 in 1 Convertible,13.3,Intel HD Graphics 520,Windows 10,689.0,8,1.6,256,0,256,True,True,1920,1080,FHD,165.6321180513006,Intel,2.3,Intel
Dell,Notebook,15.6,AMD Radeon R7 M445,Linux,899.0,16,2.36,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.7,AMD
Acer,Notebook,15.6,Intel HD Graphics 520,Linux,390.0,4,2.1,0,1024,1024,False,False,1366,768,HD,100.45466986113651,Intel,2.0,Intel
Asus,Notebook,15.6,AMD Radeon R5 M430,Windows 10,575.0,4,2.2,128,1024,1152,False,False,1920,1080,FHD,141.21199808219862,AMD,2.5,AMD
Asus,Gaming,17.3,Nvidia GeForce GTX 1080,Windows 10,3890.0,32,4.7,512,1024,1536,False,False,1920,1080,FHD,127.33567457123111,Intel,2.9,Nvidia
Acer,Gaming,15.6,Nvidia GeForce GTX 1050,Windows 10,846.0,8,2.5,256,0,256,True,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Nvidia
Lenovo,Notebook,15.6,Intel HD Graphics 520,Windows 10,589.0,8,2.2,128,0,128,False,False,1366,768,HD,100.45466986113651,Intel,2.0,Intel
Asus,Notebook,17.3,Nvidia GeForce 150MX,Windows 10,1145.0,8,2.1,128,1024,1152,False,False,1920,1080,FHD,127.33567457123111,Intel,1.8,Nvidia
Asus,Notebook,17.3,Nvidia GeForce GTX 950M,No OS,889.0,8,2.69,128,1024,1152,False,False,1920,1080,FHD,127.33567457123111,Intel,2.7,Nvidia
Dell,Gaming,15.6,Nvidia GeForce GTX 1050,Windows 10,879.0,8,2.56,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Nvidia
Lenovo,2 in 1 Convertible,13.9,Intel HD Graphics 620,Windows 10,1079.0,8,1.38,256,0,256,True,True,1920,1080,FHD,158.48253022174808,Intel,2.7,Intel
Dell,Notebook,15.6,AMD Radeon 530,Windows 10,985.0,8,2.2,128,2048,2176,False,False,1920,1080,FHD,141.21199808219862,Intel,1.8,AMD
HP,Notebook,15.6,Intel HD Graphics 620,Windows 10,559.0,8,2.04,0,1024,1024,False,True,1366,768,HD,100.45466986113651,Intel,2.5,Intel
Asus,Gaming,17.3,Nvidia GeForce GTX 1080,Windows 10,2999.0,16,3.6,256,0,256,False,False,1920,1080,FHD,127.33567457123111,Intel,2.9,Nvidia
HP,Notebook,13.3,Intel UHD Graphics 620,Windows 10,675.0,4,1.49,0,500,500,True,False,1920,1080,FHD,165.6321180513006,Intel,1.6,Intel
Apple,Ultrabook,13.3,Intel Iris Plus Graphics 650,macOS,2040.0,8,1.37,512,0,512,True,False,2560,1600,QHD,226.98300468106115,Intel,3.1,Intel
Dell,2 in 1 Convertible,15.6,Intel UHD Graphics 620,Windows 10,819.0,8,2.08,0,1024,1024,True,True,1920,1080,FHD,141.21199808219862,Intel,1.8,Intel
Asus,Gaming,17.3,Nvidia GeForce GTX 980M,Windows 10,1799.0,16,4.3,256,1024,1280,False,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
Asus,Notebook,15.6,AMD Radeon R5 M420,Windows 10,469.0,4,1.68,0,1024,1024,False,False,1366,768,HD,100.45466986113651,AMD,3.0,AMD
Lenovo,2 in 1 Convertible,13.9,Intel UHD Graphics 620,Windows 10,1849.0,8,1.37,512,0,512,True,True,1920,1080,FHD,158.48253022174808,Intel,1.8,Intel
Acer,Notebook,17.3,Nvidia GeForce MX130,Windows 10,702.0,4,3.0,256,0,256,True,False,1920,1080,FHD,127.33567457123111,Intel,2.7,Nvidia
Dell,Ultrabook,13.3,Intel UHD Graphics 620,Windows 10,949.0,8,1.41,256,0,256,False,False,1920,1080,FHD,165.6321180513006,Intel,1.6,Intel
HP,Notebook,15.6,AMD Radeon R4 Graphics,Windows 10,445.9,8,1.91,128,0,128,False,False,1366,768,HD,100.45466986113651,AMD,2.5,AMD
HP,Notebook,17.3,Nvidia GeForce MX150,Windows 10,1059.0,16,2.9,0,1024,1024,True,False,1920,1080,FHD,127.33567457123111,Intel,1.8,Nvidia
MSI,Gaming,17.3,Nvidia GeForce GTX 1070,Windows 10,2499.0,16,4.14,512,1024,1536,False,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
Lenovo,2 in 1 Convertible,15.6,Nvidia GeForce GTX 1050M,Windows 10,1699.0,8,2.0,512,0,512,True,True,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Dell,Notebook,17.3,AMD Radeon 530,Windows 10,1142.0,8,2.8,128,1024,1152,False,False,1920,1080,FHD,127.33567457123111,Intel,1.8,AMD
Lenovo,Notebook,15.6,Intel HD Graphics 520,No OS,444.0,4,2.2,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.0,Intel
HP,Notebook,15.6,Intel HD Graphics 620,Windows 10,722.0,4,2.1,0,500,500,True,False,1920,1080,FHD,141.21199808219862,Intel,1.6,Intel
Dell,Notebook,15.6,Intel HD Graphics 620,Windows 10,657.0,4,2.18,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Intel
Dell,Notebook,15.6,AMD Radeon R5 M430,Windows 10,565.0,8,2.24,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,AMD
Dell,2 in 1 Convertible,15.6,Intel UHD Graphics 620,Windows 10,799.0,8,2.67,256,0,256,False,True,1920,1080,FHD,141.21199808219862,Intel,1.6,Intel
Asus,2 in 1 Convertible,13.3,Intel UHD Graphics 620,Windows 10,1499.0,8,1.1,1024,0,1024,False,True,1920,1080,FHD,165.6321180513006,Intel,1.8,Intel
Lenovo,Notebook,15.6,Intel HD Graphics 620,No OS,467.0,4,2.2,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Intel
HP,Notebook,17.3,Nvidia GeForce 930MX ,Windows 10,1018.0,8,2.5,0,1024,1024,False,False,1920,1080,FHD,127.33567457123111,Intel,1.8,Nvidia
Lenovo,Notebook,15.6,Intel UHD Graphics 620,Windows 10,880.0,8,2.05,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,1.8,Intel
Apple,Ultrabook,13.3,Intel Iris Graphics 550,macOS,1958.9,8,1.37,512,0,512,True,False,2560,1600,QHD,226.98300468106115,Intel,2.9,Intel
Asus,Gaming,17.3,AMD Radeon RX 580,Windows 10,1549.0,16,3.2,256,1024,1280,False,False,1920,1080,FHD,127.33567457123111,AMD,3.0,AMD
Dell,Notebook,15.6,AMD Radeon 520,Linux,735.07,8,2.14,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,1.8,AMD
Lenovo,2 in 1 Convertible,14.0,Intel HD Graphics 520,Windows 10,2499.0,16,1.36,512,0,512,False,True,2560,1440,QHD,209.8006828649808,Intel,2.6,Intel
Toshiba,Notebook,15.6,Nvidia GeForce 930M,Windows 10,812.0,8,2.2,0,500,500,False,False,1366,768,HD,100.45466986113651,Intel,2.5,Nvidia
Dell,Notebook,15.6,Intel HD Graphics 620,Windows 10,713.07,12,2.3,0,1024,1024,False,False,1366,768,HD,100.45466986113651,Intel,2.7,Intel
Dell,Notebook,17.3,AMD Radeon 530,Linux,1099.0,8,2.8,128,1024,1152,False,False,1920,1080,FHD,127.33567457123111,Intel,1.8,AMD
Acer,Notebook,15.6,Nvidia GeForce MX130,Windows 10,745.0,8,2.2,0,1024,1024,True,False,1920,1080,FHD,141.21199808219862,Intel,1.8,Nvidia
Lenovo,Notebook,17.3,Intel HD Graphics 520,Windows 10,489.0,4,2.8,0,1024,1024,False,False,1600,900,HD,106.11306214269258,Intel,2.0,Intel
Lenovo,Notebook,17.3,Nvidia GeForce MX150,No OS,849.0,8,2.8,0,2048,2048,False,False,1920,1080,FHD,127.33567457123111,Intel,1.8,Nvidia
Lenovo,Notebook,17.3,Nvidia GeForce 940MX,Windows 10,859.0,6,2.8,128,1024,1152,False,False,1600,900,HD,106.11306214269258,Intel,2.7,Nvidia
Dell,Notebook,15.6,AMD Radeon R5 M430,Linux,428.0,4,2.25,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.0,AMD
Lenovo,Gaming,15.6,Nvidia GeForce GTX 1050,Windows 10,829.0,8,2.5,256,0,256,True,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Nvidia
Lenovo,Notebook,15.6,Intel HD Graphics 620,Windows 10,579.0,6,2.2,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Intel
Acer,Notebook,15.6,Nvidia GeForce MX150,Windows 10,951.0,8,3.0,256,0,256,True,False,1920,1080,FHD,141.21199808219862,Intel,1.8,Nvidia
Acer,Notebook,15.6,Intel HD Graphics 620,Windows 10,659.0,12,2.15,0,1024,1024,True,True,1920,1080,FHD,141.21199808219862,Intel,2.7,Intel
Lenovo,Notebook,15.6,Intel HD Graphics 630,Windows 10,1097.0,8,1.95,256,0,256,True,False,1920,1080,FHD,141.21199808219862,Intel,2.7,Intel
Asus,Ultrabook,15.6,Nvidia GeForce 940MX,Windows 10,977.0,8,1.7,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Nvidia
Lenovo,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,Windows 10,1179.0,16,2.5,256,1024,1280,True,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Lenovo,Notebook,15.6,Nvidia GeForce 940MX,No OS,659.01,8,2.2,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.7,Nvidia
Acer,Notebook,15.6,Intel HD Graphics,Chrome OS,199.0,2,2.19,16,0,16,False,False,1366,768,HD,100.45466986113651,Intel,1.5,Intel
Asus,Gaming,17.3,Nvidia GeForce GTX 1050,Windows 10,1187.0,8,3.0,0,1024,1024,False,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
HP,Notebook,17.3,Intel HD Graphics 520,Windows 10,489.0,8,2.54,0,1024,1024,False,False,1600,900,HD,106.11306214269258,Intel,2.0,Intel
Dell,Notebook,15.6,Nvidia GeForce GTX 1050,Windows 10,1829.0,8,2.0,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Lenovo,Notebook,15.6,Intel UHD Graphics 620,Windows 10,739.0,8,2.05,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,1.6,Intel
Lenovo,Gaming,15.6,Nvidia GeForce GTX 1060,Windows 10,1299.0,8,3.2,0,1024,1024,True,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Acer,Notebook,15.6,Nvidia GeForce GTX 1050 Ti,Linux,979.0,8,2.5,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Dell,Workstation,17.3,Nvidia Quadro M1200,Windows 10,2884.86,16,3.42,256,0,256,False,False,1920,1080,FHD,127.33567457123111,Intel,2.9,Nvidia
Lenovo,Notebook,15.6,AMD Radeon R5 430,Windows 10,499.0,6,2.4,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,AMD,2.4,AMD
Asus,Ultrabook,15.6,Nvidia GeForce 940MX,Windows 10,1468.0,16,1.63,512,0,512,False,False,1920,1080,FHD,141.21199808219862,Intel,2.7,Nvidia
Asus,Notebook,14.0,Intel HD Graphics 620,Windows 10,509.0,4,1.3,128,0,128,False,False,1366,768,HD,111.93520355955211,Intel,2.4,Intel
Asus,Gaming,17.3,Nvidia GeForce GTX 1070,Windows 10,2122.0,16,2.9,256,1024,1280,False,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
Lenovo,Notebook,17.3,Nvidia GeForce GTX 940M,Windows 10,649.0,6,2.8,0,1024,1024,False,False,1600,900,HD,106.11306214269258,Intel,2.5,Nvidia
Lenovo,Notebook,15.6,Nvidia GeForce 940MX,No OS,549.0,8,2.2,0,2048,2048,False,False,1366,768,HD,100.45466986113651,Intel,2.5,Nvidia
Asus,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,Windows 10,1265.0,8,2.5,128,1024,1152,False,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Lenovo,Notebook,15.6,Intel HD Graphics 505,No OS,359.99,4,2.2,0,1024,1024,False,False,1366,768,HD,100.45466986113651,Intel,1.1,Intel
HP,2 in 1 Convertible,13.3,Intel HD Graphics 620,Windows 10,1975.0,16,1.28,256,0,256,False,True,1920,1080,FHD,165.6321180513006,Intel,2.8,Intel
Toshiba,Notebook,15.6,Nvidia GeForce 930M,Windows 10,1043.0,8,2.2,256,0,256,True,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Nvidia
Lenovo,Notebook,15.6,Nvidia GeForce 940MX,Windows 10,819.0,8,2.3,128,1024,1152,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Nvidia
HP,Notebook,15.6,Intel HD Graphics 520,Windows 10,469.0,4,1.86,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.0,Intel
Lenovo,Notebook,13.3,Intel HD Graphics 620,Windows 10,999.0,8,1.1,256,0,256,True,False,1920,1080,FHD,165.6321180513006,Intel,2.5,Intel
Dell,Ultrabook,13.3,Intel UHD Graphics 620,Windows 10,2499.0,16,1.21,1024,0,1024,True,True,3840,2160,4K,331.2642361026012,Intel,1.8,Intel
MSI,Gaming,15.6,Nvidia GeForce GTX 1070,Windows 10,2099.0,16,2.8,256,1024,1280,True,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Acer,Notebook,15.6,AMD Radeon R5,Windows 10,469.0,8,2.23,256,0,256,False,False,1920,1080,FHD,141.21199808219862,AMD,2.2,AMD
Asus,2 in 1 Convertible,11.6,Intel HD Graphics 500,Windows 10,275.0,2,1.1,32,0,32,False,True,1366,768,HD,135.0942111925629,Intel,1.1,Intel
Dell,Notebook,15.6,AMD Radeon 530,Windows 10,844.0,8,2.33,128,1024,1152,False,False,1920,1080,FHD,141.21199808219862,Intel,1.6,AMD
HP,2 in 1 Convertible,13.3,Intel UHD Graphics 620,Windows 10,2449.0,16,1.29,1024,0,1024,True,True,3840,2160,4K,331.2642361026012,Intel,1.8,Intel
Lenovo,Notebook,13.3,Intel HD Graphics 510,Chrome OS,459.9,4,1.45,16,0,16,False,False,1366,768,HD,117.82653006268643,Intel,1.6,Intel
HP,Notebook,14.0,Intel HD Graphics 620,Windows 10,980.0,8,1.95,256,0,256,False,False,1920,1080,FHD,157.3505121487356,Intel,2.5,Intel
Acer,Notebook,11.6,Intel HD Graphics 405,Windows 10,485.0,4,1.4,128,0,128,False,False,1366,768,HD,135.0942111925629,Intel,1.6,Intel
HP,Notebook,14.0,Intel HD Graphics 620,Windows 10,1292.0,8,1.48,256,0,256,False,False,1920,1080,FHD,157.3505121487356,Intel,2.7,Intel
Lenovo,Notebook,17.3,Nvidia GeForce 920MX,Windows 10,589.0,4,2.79,0,1024,1024,False,False,1600,900,HD,106.11306214269258,Intel,2.5,Nvidia
Asus,Notebook,14.0,Intel HD Graphics 620,Windows 10,1094.0,8,2.0,256,0,256,False,False,1920,1080,FHD,157.3505121487356,Intel,2.7,Intel
HP,Notebook,15.6,Intel UHD Graphics 620,Windows 10,902.0,8,2.1,0,1024,1024,True,False,1366,768,HD,100.45466986113651,Intel,1.8,Intel
Acer,Notebook,15.6,AMD Radeon RX 540,Windows 10,659.0,8,2.2,256,0,256,False,False,1366,768,HD,100.45466986113651,AMD,2.7,AMD
Lenovo,Notebook,14.0,Intel HD Graphics 500,Windows 10,292.0,4,1.44,32,0,32,False,False,1366,768,HD,111.93520355955211,Intel,1.1,Intel
Acer,Notebook,15.6,Intel HD Graphics 620,Windows 10,549.0,6,2.23,0,1024,1024,False,False,1366,768,HD,100.45466986113651,Intel,2.5,Intel
